Aircraft_Type,Aircraft_Config,Payload,Seats,Passengers,Freight,Mail,Ramp_to_Ramp,Air_Time,Distance_Group,Class,Aircraft_ID
673,1,334400,1672,1581,0,0,3308,2713,2,F,1049
629,1,297000,1100,779,0,0,2589,2110,2,F,1050
631,1,411040,1540,1379,0,0,2846,2376,2,F,1051
673,1,334400,1672,1215,0,0,1882,1482,1,F,1052
698,1,759201,2816,2543,118,22653,4775,4283,4,F,1053
694,1,793919,3300,3055,1536,11430,1738,1344,1,F,1054
698,1,775888,2816,2489,262,0,4319,3800,3,F,1055
698,1,787877,2816,1559,70,0,3260,2774,2,F,1056
627,1,2178105,7913,6174,17922,18900,3425,2775,2,F,1057
694,1,772058,3300,3078,1186,0,5580,4906,4,F,1058
694,1,711169,3150,2855,102,1749,2679,2083,2,F,1059
698,1,706175,2816,2673,738,845,3810,3363,3,F,1060
694,1,764309,3300,2966,171,20983,2148,1605,1,F,1061
694,1,784666,3300,2615,848,4261,3173,2747,2,F,1062
698,1,762468,2816,2661,116,0,5111,4631,3,F,1063
634,1,1005021,3938,3690,1894,13457,2840,2358,2,F,1064
698,1,641670,2816,2037,31,0,2991,2517,2,F,1065
612,1,761200,3146,2872,7027,0,4005,3632,3,F,1066
614,1,954800,3850,3714,21316,0,3486,3055,3,F,1067
614,1,954800,3850,3766,1479,0,4790,4291,4,F,1068
677,1,420024,1540,1430,0,0,3749,3117,3,F,1069
694,1,798000,3960,3289,0,0,2178,1641,2,F,1070
694,1,798000,3960,3366,0,0,2039,1551,2,F,1071
416,2,77000,0,0,35960,0,1532,1329,1,G,1072
622,2,1385637,0,0,576847,0,2790,2357,2,G,1073
416,2,77000,0,0,21715,0,471,345,1,G,1074
416,2,77000,0,0,11749,0,1516,1388,1,G,1075
622,2,1387471,0,0,824702,0,2906,2451,2,G,1076
691,2,2360599,0,0,552896,0,2939,2474,2,G,1077
631,1,405030,1610,1245,0,0,1194,634,1,F,1078
631,1,440250,1750,1602,0,0,2159,1583,1,F,1079
631,1,405030,1610,1484,0,0,1601,1065,1,F,1080
629,1,307000,1150,1064,0,0,2084,1348,1,F,1081
673,1,349600,1748,1645,0,0,4532,3933,3,F,1082
673,1,349600,1748,1532,0,0,3294,2614,2,F,1083
673,1,349600,1748,1650,0,0,4319,3722,3,F,1084
629,1,307000,1150,1087,0,0,1801,1269,1,F,1085
673,1,349600,1748,1653,0,0,2726,2115,2,F,1086
673,1,349600,1748,1379,0,0,3533,2888,2,F,1087
673,1,349600,1748,1578,0,0,2748,2110,2,F,1088
673,1,349600,1748,1367,0,0,2242,1746,1,F,1089
673,1,349600,1748,1652,0,0,2622,2011,2,F,1090
629,1,310500,1150,1023,0,0,3596,2881,2,F,1091
629,1,303500,1150,996,0,0,3623,2957,2,F,1092
631,1,428540,1610,1102,0,0,3002,2410,2,F,1093
634,1,1053224,4117,3699,660,0,2362,1927,2,F,1094
634,1,969154,4117,3729,3280,0,2586,2099,2,F,1095
698,1,807479,2944,2485,507,0,1900,1474,1,F,1096
694,1,748476,3450,2105,488,0,2106,1667,1,F,1097
698,1,757346,2944,2706,703,0,2267,1768,1,F,1098
634,1,999993,4117,3887,797,41239,5553,4854,4,F,1099
614,1,943700,3794,3365,574,21015,2297,1855,2,F,1100
627,1,2290381,8277,6738,129167,24,3378,2606,2,F,1101
612,1,795800,3289,2635,279,0,5079,4581,3,F,1102
614,1,998200,4025,3760,3097,0,2477,2102,2,F,1103
612,1,761200,3146,2970,745,0,4135,3727,3,F,1104
614,1,998200,4025,3708,3409,0,4071,3622,3,F,1105
614,1,998200,4025,2760,10538,0,3697,3315,3,F,1106
614,1,998200,4025,3476,4522,0,2294,1953,2,F,1107
677,1,439116,1609,1450,0,0,4331,3727,3,F,1108
677,1,439116,1609,1269,0,0,2505,1967,2,F,1109
675,1,255714,1150,1046,0,0,3820,3296,3,F,1110
675,1,244596,1100,1009,0,0,4108,3721,3,F,1111
675,1,230000,1150,1096,0,0,3682,3167,2,F,1112
675,1,230000,1150,916,0,0,3358,2861,2,F,1113
608,1,717600,2640,2486,1529,1008,3959,3556,3,F,1114
608,1,717600,2640,2380,1,1293,3665,3161,3,F,1115
631,1,440250,1750,1462,0,0,2605,1988,2,F,1116
631,1,405030,1610,1157,0,0,1896,1491,1,F,1117
629,1,324000,1200,1059,0,0,3528,2812,2,F,1118
629,1,324000,1200,925,0,0,3945,3314,2,F,1119
631,1,447280,1680,1489,0,0,3793,3158,2,F,1120
629,1,320500,1200,1061,0,0,2797,2170,2,F,1121
614,1,971593,3972,3522,201,0,2464,1993,2,F,1122
634,1,1200038,4463,3576,27,7209,3137,2540,2,F,1123
694,1,859025,3600,3070,610,7504,2883,2440,2,F,1124
614,1,1009889,3936,3383,4871,14152,2556,2054,2,F,1125
634,1,938261,4117,3898,493,0,5314,4840,4,F,1126
694,1,846278,3600,2282,388,0,1835,1351,1,F,1127
622,1,999794,4056,3552,1252,0,10354,9830,7,F,1128
622,1,996961,4056,3711,5028,0,10426,9826,7,F,1129
614,1,948399,3972,3779,5719,27470,4942,4384,4,F,1130
634,1,1014240,4296,4189,491,0,6149,5423,4,F,1131
694,1,768301,3600,2917,229,0,1979,1536,1,F,1132
698,1,654428,3072,2327,219,0,2021,1444,1,F,1133
622,1,1158310,4056,3052,5865,0,9492,9038,7,F,1134
622,1,1156427,4056,3450,1858,0,9395,8906,7,F,1135
698,1,779974,3072,2594,377,0,2309,1896,2,F,1136
614,1,1041600,4200,3865,2184,0,2416,2030,2,F,1137
612,1,830400,3432,3238,3203,0,4580,4142,3,F,1138
612,1,830400,3432,3283,996,0,5175,4728,3,F,1139
614,1,1041600,4200,4050,2376,0,2947,2521,2,F,1140
614,1,1041600,4200,3856,1103,0,3388,2931,2,F,1141
677,1,458208,1680,1627,0,0,3153,2621,2,F,1142
677,1,458208,1679,1289,0,0,2363,1847,2,F,1143
677,1,458208,1679,1547,0,0,4219,3618,3,F,1144
677,1,439116,1610,1365,0,0,2362,1908,2,F,1145
694,1,868800,4320,3723,0,0,2096,1555,1,F,1146
694,1,868800,4320,3458,0,0,2556,1837,1,F,1147
416,2,84000,0,0,40688,0,1796,1630,1,G,1148
675,1,240000,1200,962,0,0,3134,2557,2,F,1149
479,1,38400,192,176,0,0,1986,1672,1,F,1150
631,1,440250,1750,1602,0,0,4439,3827,3,F,1151
673,1,380000,1900,1698,0,0,4249,3519,2,F,1152
631,1,466020,1750,1516,0,0,3135,2527,2,F,1153
614,1,1000021,4138,4020,2585,11777,6766,6127,4,F,1154
698,1,792164,3200,2770,73,0,5458,4872,3,F,1155
614,1,1018725,4126,3610,2093,21199,4310,3666,3,F,1156
614,1,992355,4138,3660,3285,0,2817,2274,2,F,1157
698,1,876454,3200,2745,3913,0,4688,4034,3,F,1158
698,1,851692,3200,2893,384,13475,3973,3299,2,F,1159
614,1,955614,4102,4022,591,21700,3264,2442,2,F,1160
614,1,921417,4138,3668,167,2678,3109,2458,2,F,1161
698,1,890467,3200,2777,1068,1429,3344,2845,2,F,1162
614,1,1085000,4375,4063,12170,0,2923,2385,2,F,1163
614,1,1085000,4375,3748,8631,0,3262,2825,2,F,1164
677,1,477300,1750,1666,0,0,2361,1739,1,F,1165
698,1,750000,3750,3543,0,0,2104,1558,1,F,1166
698,1,750000,3750,3589,0,0,3005,2390,2,F,1167
698,1,750000,3750,3157,0,0,2737,2050,2,F,1168
698,1,750000,3750,3477,0,0,2151,1393,1,F,1169
698,1,750000,3750,3592,0,0,3528,2879,2,F,1170
416,2,88400,0,0,40799,0,1612,1453,1,G,1171
631,1,457860,1820,1693,0,0,3899,3301,2,F,1172
631,1,457860,1820,1519,0,0,2398,1888,1,F,1173
631,1,484760,1820,1369,0,0,3759,3211,2,F,1174
673,1,395200,1976,1878,0,0,4531,3928,3,F,1175
631,1,487240,1820,1537,0,0,4181,3467,3,F,1176
673,1,395200,1976,1538,0,0,2454,1791,1,F,1177
631,1,484760,1820,1409,0,0,3391,2687,2,F,1178
629,1,344000,1300,1036,0,0,3422,2784,2,F,1179
673,1,395200,1976,1876,0,0,2957,2403,2,F,1180
629,1,351000,1300,857,0,0,2930,2272,2,F,1181
673,1,395200,1976,1856,0,0,2646,1984,1,F,1182
629,1,344000,1300,1034,0,0,3823,3293,2,F,1183
698,1,923286,3328,2976,92,0,2323,1790,2,F,1184
634,1,1099589,4654,4320,1002,9892,2656,2108,2,F,1185
694,1,916944,3900,3602,91,0,3742,3218,2,F,1186
614,1,1128400,4550,4367,5586,0,3451,2976,2,F,1187
612,1,830400,3432,3362,5171,0,5018,4494,4,F,1188
612,1,934200,3861,3680,1221,0,4699,4132,3,F,1189
612,1,899600,3718,3526,6116,0,6369,5728,4,F,1190
614,1,1128400,4550,3776,1335,0,3176,2730,2,F,1191
698,1,780000,3900,3208,0,0,2971,2372,2,F,1192
694,1,942000,4680,3677,0,0,3674,3054,2,F,1193
698,1,780000,3900,3388,0,0,2890,2297,2,F,1194
694,1,942000,4680,4463,0,0,4297,3573,2,F,1195
698,1,780000,3900,3674,0,0,2894,2159,2,F,1196
416,2,91000,0,0,40799,0,1609,1453,1,G,1197
612,1,886237,3303,2861,122,7052,2839,2350,2,F,1198
612,1,886237,3303,2982,816,7011,3177,2555,2,F,1199
675,1,289068,1300,1231,0,0,2518,1888,2,F,1200
675,1,289068,1300,1208,0,0,1556,957,1,F,1201
675,1,289068,1300,880,0,0,1574,943,1,F,1202
479,1,41600,208,114,0,0,1458,1207,1,F,1203
479,1,41600,208,93,0,0,1412,1194,1,F,1204
479,1,41600,208,193,0,0,2085,1772,1,F,1205
631,1,510690,2030,1906,0,0,2763,2034,2,F,1206
631,1,475470,1890,1722,0,0,3388,2626,2,F,1207
631,1,457860,1820,1681,0,0,2465,1891,1,F,1208
631,1,503500,1890,1573,0,0,4640,3998,3,F,1209
673,1,410400,2052,1860,0,0,4266,3504,3,F,1210
629,1,364500,1350,1016,0,0,2929,2267,2,F,1211
673,1,410400,2052,1387,0,0,2233,1572,1,F,1212
673,1,410400,2052,1997,0,0,2633,1832,1,F,1213
629,1,364500,1350,1134,0,0,3914,3104,2,F,1214
634,1,1115121,4821,4385,2034,29315,5432,4751,3,F,1215
634,1,1181822,4833,3896,3289,14285,2905,2300,2,F,1216
614,1,1107148,4410,3647,2449,12484,3174,2694,2,F,1217
698,1,967461,3456,2703,542,5063,3951,3419,2,F,1218
698,1,912709,3456,3283,1082,17166,2715,2180,2,F,1219
614,1,1049430,4410,3716,444,2777,3566,3062,2,F,1220
612,1,934200,3861,3488,2312,0,6471,6022,4,F,1221
614,1,1171800,4725,4554,12594,0,6626,6136,4,F,1222
614,1,1171800,4725,4330,22565,0,7495,6622,4,F,1223
614,1,1171800,4725,4551,7042,0,4352,3760,3,F,1224
614,1,1171800,4725,4227,5294,0,3219,2751,2,F,1225
677,1,515484,1890,1667,0,0,1191,534,1,F,1226
677,1,515484,1890,1616,0,0,3439,2763,2,F,1227
740,2,5177242,0,0,2198850,0,3781,2932,2,G,1228
614,1,967900,3840,2610,569,0,5020,4498,4,F,1229
698,1,1013500,3584,3163,466,0,2972,2386,2,F,1230
622,1,1301100,4754,2489,0,0,3313,2524,2,F,1231
614,1,1126200,4480,4196,80,0,4003,3130,2,F,1232
699,1,1405600,5068,4330,250,5277,7068,6225,4,F,1233
698,1,1013500,3584,3296,431,3077,2823,2236,2,F,1234
694,1,1127491,4640,4451,922,257,4696,4025,3,F,1235
631,1,510690,2030,1686,0,0,2669,2025,1,F,1236
631,1,493080,1960,1643,0,0,3126,2576,2,F,1237
631,1,524720,1960,1767,0,0,4913,4218,3,F,1238
673,1,425600,2128,1880,0,0,4492,3481,2,F,1239
629,1,378000,1400,1111,0,0,2252,1630,1,F,1240
629,1,378000,1400,1040,0,0,2482,1952,1,F,1241
614,1,1020305,4576,4160,915,359,3481,2933,2,F,1242
634,1,1094514,5012,4629,167,0,6544,5733,3,F,1243
634,1,1170629,4833,4488,480,0,5217,4687,3,F,1244
614,1,1215200,4900,4400,951,0,4730,4234,3,F,1245
698,1,840000,4200,3949,0,0,5331,4772,3,F,1246
698,1,840000,4200,3838,0,0,3447,2848,2,F,1247
694,1,1016400,5040,4765,0,0,4228,3453,2,F,1248
698,1,840000,4200,3890,0,0,6339,5555,3,F,1249
698,1,840000,4200,3981,0,0,3960,3121,2,F,1250
694,1,1013600,5040,4466,0,0,4530,3850,3,F,1251
699,1,1276800,6384,5775,0,0,6147,5620,4,F,1252
699,1,1276800,6384,5583,0,0,6966,6147,4,F,1253
694,1,1013600,5040,4792,0,0,4161,3463,2,F,1254
638,1,525460,2015,1648,0,0,3165,2479,2,F,1255
675,1,311304,1400,1038,0,0,2936,2363,2,F,1256
675,1,280000,1400,1158,0,0,4293,3443,2,F,1257
614,1,1166600,4640,3826,195,521,4768,3401,2,F,1258
699,1,1455800,5249,4379,201,2423,6998,6063,4,F,1259
622,1,1351200,4938,3286,0,0,3568,2967,2,F,1260
631,1,501885,1890,1193,0,0,3287,2635,2,F,1261
629,1,388000,1450,1346,0,0,2490,1728,1,F,1262
631,1,538270,2030,1587,0,0,3775,2996,2,F,1263
634,1,1251431,5191,4615,3997,41631,5065,4241,3,F,1264
634,1,1268046,5191,4558,1502,0,3786,3223,2,F,1265
627,1,2943917,10556,9532,175205,9451,4168,3271,2,F,1266
698,1,1029335,3712,3446,1307,12336,3147,2485,2,F,1267
887,1,2330529,6351,5596,54130,1818,4864,3659,2,F,1268
627,1,2919836,10556,9571,111333,592,3836,3092,2,F,1269
612,1,1003400,4147,3896,1841,0,4072,3524,3,F,1270
614,1,1302000,5250,4516,3713,0,4131,3608,2,F,1271
614,1,1258600,5075,4540,8163,0,7550,6455,4,F,1272
612,1,1003400,4147,3210,409,0,4633,4131,3,F,1273
677,1,553668,2030,1757,0,0,5151,4470,3,F,1274
694,1,1044000,5220,5027,0,0,5792,4673,3,F,1275
694,1,1045200,5220,4719,0,0,4723,4007,3,F,1276
694,1,1053600,5220,4577,0,0,4647,3946,2,F,1277
698,1,870000,4350,4100,0,0,3930,3399,2,F,1278
698,1,870000,4350,4038,0,0,6787,5863,3,F,1279
698,1,870000,4350,4210,0,0,4024,3229,2,F,1280
694,1,1049800,5220,4442,0,0,3961,3283,2,F,1281
694,1,1044000,5220,4446,0,0,4108,3390,2,F,1282
694,1,1044000,5220,4242,0,0,3972,3417,2,F,1283
694,1,1049800,5220,4925,0,0,3738,2853,2,F,1284
694,1,1049800,5220,4613,0,0,5088,4494,3,F,1285
694,1,1049800,5220,4846,0,0,3919,3247,2,F,1286
694,1,1038200,5220,4690,0,0,3573,2833,2,F,1287
694,1,1049800,5220,4826,0,0,3927,3177,2,F,1288
638,1,565880,2173,1885,23,0,3662,2883,2,F,1289
638,1,586090,2249,1099,0,0,2557,1902,1,F,1290
638,1,586090,2249,1213,0,0,2455,1718,1,F,1291
614,1,1279360,5088,4548,1673,2297,5593,4826,3,F,1292
614,1,1279360,5088,4472,3374,0,4860,3962,3,F,1293
675,1,322422,1450,1104,0,0,2350,1760,1,F,1294
675,1,311304,1400,1155,0,0,2286,1747,1,F,1295
699,1,1551000,5610,4970,0,0,3266,2559,2,F,1296
699,1,1551000,5610,5219,5603,17270,3185,2431,2,F,1297
694,1,1127491,4633,4272,3000,0,5368,4547,3,F,1298
694,1,1088612,4477,4155,4997,0,4653,4007,3,F,1299
694,1,1166370,4791,4616,934,717,5309,4654,3,F,1300
631,1,528300,2100,1101,0,0,1508,789,1,F,1301
631,1,528300,2100,1074,0,0,1635,926,1,F,1302
629,1,401500,1500,1377,0,0,2938,2238,2,F,1303
631,1,562200,2100,1822,0,0,4063,3280,2,F,1304
629,1,398000,1500,1409,0,0,3688,2948,2,F,1305
673,1,456000,2280,2140,0,0,3705,2890,2,F,1306
631,1,560960,2100,1635,0,0,4205,3476,2,F,1307
629,1,401500,1500,1231,0,0,3347,2703,2,F,1308
629,1,401500,1500,1230,0,0,3246,2564,2,F,1309
631,1,562200,2100,1821,0,0,4303,3398,2,F,1310
629,1,398000,1500,1002,0,0,3148,2541,2,F,1311
627,1,2836187,10920,9692,64061,94184,12598,11911,7,F,1312
634,1,1299030,5370,4629,694,0,3800,3191,2,F,1313
627,1,3031887,10920,10120,344222,42972,11691,10842,7,F,1314
887,1,2421885,6570,6022,314830,13993,4260,3393,2,F,1315
698,1,979905,3840,3015,639,0,2820,2096,1,F,1316
634,1,1256246,5370,5095,345,39216,4779,4153,2,F,1317
634,1,1222413,5358,4659,1139,6242,4553,3799,3,F,1318
612,1,1038000,4290,4156,7094,0,6067,5545,4,F,1319
614,1,1302000,5250,4468,7290,0,4374,3823,2,F,1320
612,1,1038000,4290,4114,5114,0,7565,6396,4,F,1321
612,1,1038000,4290,4158,1784,0,6491,5951,4,F,1322
677,1,572760,2099,1973,0,0,4624,3833,3,F,1323
699,1,1380000,6900,6530,0,0,4162,3286,2,F,1324
699,1,1380000,6900,5709,0,0,5787,5062,3,F,1325
698,1,900000,4500,4265,0,0,6232,5512,3,F,1326
694,1,1082400,5400,4684,0,0,5675,4752,3,F,1327
698,1,900000,4500,4166,0,0,6180,5492,4,F,1328
698,1,900000,4500,3970,0,0,3028,2451,2,F,1329
694,1,1083600,5400,4906,0,0,5404,4443,3,F,1330
698,1,900000,4500,4042,0,0,5250,4502,3,F,1331
699,1,1380000,6900,5791,0,0,3878,3036,2,F,1332
699,1,1380000,6900,6024,0,0,5128,4413,3,F,1333
698,1,900000,4500,4238,0,0,5439,4776,3,F,1334
698,1,900000,4500,4019,0,0,3491,2603,2,F,1335
698,1,900000,4500,4253,0,0,5717,5053,3,F,1336
699,1,1380000,6900,5830,0,0,3450,2644,2,F,1337
694,1,1094400,5400,5262,0,0,6810,6007,4,F,1338
699,1,1380000,6900,6427,0,0,4050,3318,2,F,1339
694,1,1087200,5400,4884,0,0,6681,6033,4,F,1340
694,1,1110000,5400,5282,0,0,4667,4009,3,F,1341
694,1,1092000,5400,5107,0,0,2729,1901,1,F,1342
699,1,1380000,6900,6484,0,0,4752,4091,2,F,1343
694,1,1081200,5400,4952,0,0,6191,5439,4,F,1344
698,1,900000,4500,4247,0,0,6208,5487,4,F,1345
694,1,1083600,5400,4881,0,0,5341,4699,3,F,1346
694,1,1104000,5400,5035,0,0,4033,3459,2,F,1347
699,1,1380000,6900,6608,0,0,5069,4380,3,F,1348
699,1,1380000,6900,6379,0,0,2552,1925,1,F,1349
699,1,1380000,6900,5959,0,0,3564,2897,2,F,1350
698,1,900000,4500,4193,0,0,6227,5537,4,F,1351
698,1,900000,4500,4219,0,0,3817,2955,2,F,1352
699,1,1380000,6900,6328,0,0,3416,2507,2,F,1353
694,1,1105200,5400,5148,0,0,7391,6495,4,F,1354
698,1,900000,4500,4243,0,0,6637,5973,4,F,1355
699,1,1380000,6900,6482,0,0,4541,3779,2,F,1356
694,1,1087200,5400,4934,0,0,7752,6635,4,F,1357
694,1,1110000,5400,5291,0,0,5112,4362,3,F,1358
694,1,1092000,5400,4940,0,0,3092,2257,1,F,1359
699,1,1380000,6900,6037,0,0,4553,3634,2,F,1360
694,1,1084800,5400,5089,0,0,7638,6518,4,F,1361
698,1,900000,4500,4107,0,0,7504,6384,4,F,1362
698,1,900000,4500,4175,0,0,3001,2338,2,F,1363
694,1,1084800,5400,4543,0,0,6090,5329,3,F,1364
699,1,1380000,6900,6308,0,0,4209,3337,2,F,1365
699,1,1380000,6900,6262,0,0,4603,3723,3,F,1366
699,1,1380000,6900,6107,0,0,2672,1701,1,F,1367
699,1,1380000,6900,6556,0,0,4169,3368,2,F,1368
698,1,900000,4500,4031,0,0,6733,5890,4,F,1369
694,1,1092000,5400,4029,0,0,3221,2597,2,F,1370
698,1,870000,4350,3682,0,0,4365,3529,2,F,1371
694,1,1074000,5400,4741,0,0,3487,2775,2,F,1372
698,1,870000,4350,3987,0,0,4203,3312,2,F,1373
634,1,1227201,5373,4766,923,0,5155,4398,3,F,1374
634,1,1186121,5195,4770,14054,0,4477,3650,3,F,1375
675,1,333540,1500,1222,0,0,4599,3906,3,F,1376
675,1,322422,1450,1273,0,0,5021,4404,3,F,1377
699,1,1602700,5797,5483,1686,227,7604,6581,4,F,1378
673,1,471200,2356,1950,0,0,2886,2101,1,F,1379
673,1,471200,2356,1922,0,0,2997,2194,1,F,1380
629,1,415000,1550,1379,0,0,3340,2622,2,F,1381
673,1,471200,2356,1809,0,0,4913,4164,2,F,1382
629,1,415000,1550,1101,0,0,2903,2205,1,F,1383
673,1,471200,2356,2193,0,0,5148,4188,2,F,1384
673,1,471200,2356,1889,0,0,4532,3814,2,F,1385
698,1,1102165,3968,3211,14,0,2329,1792,1,F,1386
694,1,1088106,4650,4354,186,0,6900,6119,4,F,1387
614,1,1221212,5122,4866,242,10318,6569,5856,4,F,1388
694,1,1115534,4650,4038,2019,13909,3376,2664,2,F,1389
694,1,1081322,4650,4094,697,3066,3153,2509,2,F,1390
634,1,1394238,5549,4744,0,40600,4110,3512,2,F,1391
612,1,1072600,4433,3996,3239,0,4862,4149,3,F,1392
698,1,930000,4650,4458,0,0,6215,5120,3,F,1393
699,1,1426000,7130,6614,0,0,4198,3613,2,F,1394
694,1,1126800,5580,5280,0,0,2588,1925,1,F,1395
694,1,1149600,5580,5327,0,0,4610,3454,2,F,1396
694,1,1126800,5580,5338,0,0,2633,1842,1,F,1397
675,1,344658,1550,1394,0,0,4817,3976,3,F,1398
675,1,344658,1550,1343,0,0,5268,4641,3,F,1399
626,2,3920321,0,0,1946318,279975,4421,3752,3,G,1400
699,1,1388800,6400,5404,0,0,6998,6327,4,F,1401
699,1,1388800,6400,5414,0,0,8730,7221,4,F,1402
694,1,1440725,5907,4522,1599,65,3343,2551,1,F,1403
694,1,1440725,5906,5168,11066,1286,3023,2141,1,F,1404
631,1,563520,2240,1961,0,0,4383,3619,2,F,1405
631,1,597200,2240,1743,0,0,5275,4274,3,F,1406
694,1,1139462,4800,4612,2301,13670,8321,7568,4,F,1407
634,1,1309313,5716,5316,477,8776,6065,5335,3,F,1408
698,1,1136123,4096,3890,214,4306,4399,3742,2,F,1409
614,1,1432200,5775,5118,2890,0,4041,3350,2,F,1410
614,1,1388800,5600,5247,5419,0,7284,6571,4,F,1411
614,1,1388800,5600,5184,5345,0,3486,2917,2,F,1412
612,1,1141800,4719,4319,4652,0,4053,3534,2,F,1413
614,1,1388800,5600,5312,17855,0,8048,6949,4,F,1414
612,1,1107200,4576,4049,7127,0,3774,3246,2,F,1415
677,1,610944,2240,1891,0,0,5091,4255,3,F,1416
698,1,960000,4800,4642,0,0,4425,3685,2,F,1417
698,1,960000,4800,4263,0,0,5007,4061,2,F,1418
626,2,4053241,0,0,2592196,27897,4935,4330,3,G,1419
629,1,442000,1650,1445,0,0,3039,2289,1,F,1420
673,1,501600,2508,2034,0,0,4792,3752,2,F,1421
634,1,1475727,5907,5265,530,59489,6306,5490,3,F,1422
698,1,1105723,4224,3938,1118,52500,3104,2419,1,F,1423
614,1,1432200,5775,5318,1325,0,5598,4851,3,F,1424
614,1,1432200,5775,5196,7280,0,4849,4203,2,F,1425
612,1,1141800,4719,4278,3555,0,3470,2857,2,F,1426
677,1,630036,2309,2209,0,0,5324,4588,2,F,1427
694,1,1191600,5940,5468,0,0,3036,2324,2,F,1428
694,1,1191600,5940,5574,0,0,3548,2783,2,F,1429
740,2,6340967,0,0,2861762,0,4790,3891,2,G,1430
675,1,366894,1650,1458,0,0,4078,3300,2,F,1431
675,1,366894,1650,1207,0,0,3811,3040,2,F,1432
614,1,1363000,5440,4423,1286,39,3852,2913,2,F,1433
629,1,452000,1700,1613,0,0,4141,3246,2,F,1434
698,1,1173503,4224,3904,320,0,4440,3709,2,F,1435
694,1,1213420,5100,4826,9985,6089,4709,3949,2,F,1436
634,1,1402794,6086,5667,936,30119,4298,3322,2,F,1437
614,1,1432200,5775,5383,6857,0,7572,6824,4,F,1438
694,1,1251600,6120,5791,0,0,6357,5390,3,F,1439
675,1,378012,1700,1381,0,0,2594,1937,1,F,1440
888,1,1718150,6300,5660,4926,0,5559,4811,3,F,1441
629,1,465500,1750,1473,0,0,2439,1604,1,F,1442
673,1,532000,2660,2369,0,0,6186,5301,3,F,1443
694,1,1263884,5250,4739,3690,11064,3730,2946,2,F,1444
698,1,1228073,4480,3967,2474,10332,4028,3109,2,F,1445
694,1,1216233,5100,4905,248,0,8453,7373,4,F,1446
698,1,1148023,4352,3980,235,0,4981,4290,2,F,1447
634,1,1499656,6265,5720,598,6559,4823,3969,2,F,1448
698,1,1032355,4480,4076,12,810,4599,3872,2,F,1449
614,1,1519000,6125,5859,5383,0,4983,4254,3,F,1450
614,1,1519000,6125,5678,7416,0,7091,6310,4,F,1451
612,1,1211000,5005,4406,3868,0,6138,5525,3,F,1452
612,1,1211000,5005,4586,2922,0,4302,3672,2,F,1453
614,1,1519000,6125,5159,5450,0,7682,7042,3,F,1454
614,1,1519000,6125,5689,7865,0,4898,4266,2,F,1455
694,1,1294800,6300,5851,0,0,5764,4799,3,F,1456
626,2,4305903,0,0,2576162,0,4926,4147,2,G,1457
626,2,4308926,0,0,3056879,0,5298,4601,2,G,1458
675,1,389130,1750,1561,0,0,2701,2001,1,F,1459
675,1,400248,1800,1694,0,0,2755,1957,1,F,1460
675,1,378012,1700,1456,0,0,3577,2866,2,F,1461
888,1,1767240,6480,6096,2003,1784,6050,5287,3,F,1462
631,1,633960,2520,2229,0,0,6388,5509,3,F,1463
629,1,469000,1750,1487,0,0,5408,4377,2,F,1464
629,1,486000,1800,1519,0,0,3682,2803,2,F,1465
629,1,479000,1800,1546,0,0,3616,2809,1,F,1466
629,1,475500,1800,1418,0,0,4208,3403,2,F,1467
614,1,1464422,5964,5509,3509,21074,5772,5082,3,F,1468
694,1,1263845,5400,4873,2797,22176,9160,7881,4,F,1469
614,1,1562400,6300,4411,20632,0,5435,4701,2,F,1470
677,1,687312,2520,2188,0,0,4877,3992,2,F,1471
675,1,400248,1800,1612,0,0,4225,3266,2,F,1472
691,2,3860657,0,0,2547707,24458,5626,4967,3,G,1473
888,1,1816330,6660,6261,14700,15768,6940,5956,3,F,1474
698,1,1240056,4752,4559,3415,159,8209,7326,4,F,1475
698,1,1205610,4619,4346,7666,3989,9777,7978,4,F,1476
631,1,651570,2590,2012,0,0,2512,1800,1,F,1477
629,1,499500,1850,1585,0,0,4034,3194,2,F,1478
634,1,1647839,6623,6129,963,43297,8392,7529,3,F,1479
634,1,1650380,6432,5611,5066,49414,4055,3206,2,F,1480
698,1,1282143,4608,4159,189,0,5059,4362,3,F,1481
694,1,1274427,5550,5164,854,17563,7800,6991,4,F,1482
698,1,1300637,4736,4461,758,13284,3006,2287,1,F,1483
614,1,1496393,6094,5570,1118,47024,9412,8153,4,F,1484
694,1,1344205,5700,5281,1549,21376,5603,4641,2,F,1485
612,1,1280200,5291,4737,917,0,3676,3063,2,F,1486
612,1,1280200,5291,4958,13681,0,5656,5026,3,F,1487
612,1,1280200,5291,4990,4064,0,7631,6880,4,F,1488
612,1,1280200,5291,4886,3250,0,7428,6723,4,F,1489
614,1,1605800,6475,6252,6723,0,8330,7622,4,F,1490
675,1,411366,1850,1478,0,0,5210,4278,2,F,1491
629,1,506000,1900,1568,0,0,3862,3004,2,F,1492
629,1,506000,1900,1382,0,0,3745,2811,2,F,1493
698,1,1342729,4864,4290,6000,12898,5541,4479,2,F,1494
612,1,1280200,5291,5135,7039,0,8039,7112,4,F,1495
612,1,1314800,5434,4814,5181,0,5041,4316,2,F,1496
612,1,1185240,4216,3939,4141,3993,6008,5144,3,F,1497
675,1,433602,1950,1542,0,0,3652,2725,1,F,1498
612,1,1349400,5577,5182,9331,0,6025,5396,2,F,1499
